Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementClickable(findTestObject(""HomePage/Industries/FanAndBowler""), 30000)",Chrome 88.0.4324.96,,,2021-02-22 13:58:55,2021-02-22 13:58:56,0.336s,PASSED
"click(findTestObject(""HomePage/Industries/FanAndBowler""))",Chrome 88.0.4324.96,,,2021-02-22 13:58:56,2021-02-22 13:59:00,4.803s,PASSED
"waitForElementClickable(findTestObject(""HomePage/Industries/MotorOne""), 30000)",Chrome 88.0.4324.96,,,2021-02-22 13:59:00,2021-02-22 13:59:01,0.933s,PASSED
"click(findTestObject(""HomePage/Industries/MotorOne""))",Chrome 88.0.4324.96,,,2021-02-22 13:59:01,2021-02-22 13:59:02,0.798s,PASSED
"scrollToPosition(500, 0)",Chrome 88.0.4324.96,,,2021-02-22 13:59:02,2021-02-22 13:59:02,0.013s,PASSED
"waitForElementClickable(findTestObject(""HomePage/Industries/MotorTwo""), 30000)",Chrome 88.0.4324.96,,,2021-02-22 13:59:02,2021-02-22 13:59:04,1.770s,PASSED
"click(findTestObject(""HomePage/Industries/MotorTwo""))",Chrome 88.0.4324.96,,,2021-02-22 13:59:04,2021-02-22 13:59:04,0.468s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/CompareButton""), 30000)",Chrome 88.0.4324.96,,,2021-02-22 13:59:04,2021-02-22 13:59:06,1.223s,PASSED
"click(findTestObject(""ProductListPage/CompareButton""))",Chrome 88.0.4324.96,,,2021-02-22 13:59:06,2021-02-22 13:59:09,3.018s,PASSED
"waitForElementClickable(findTestObject(""HomePage/Industries/ShowDifferenceOnly""), 30000)",Chrome 88.0.4324.96,,,2021-02-22 13:59:09,2021-02-22 13:59:09,0.748s,PASSED
"click(findTestObject(""HomePage/Industries/ShowDifferenceOnly""))",Chrome 88.0.4324.96,,,2021-02-22 13:59:09,2021-02-22 13:59:10,0.453s,PASSED
closeBrowser(),Chrome 88.0.4324.96,,,2021-02-22 13:59:10,2021-02-22 13:59:10,0.728s,PASSED
