Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToPosition(500, 0)",Chrome 88.0.4324.96,,,2021-02-12 19:48:46,2021-02-12 19:48:46,0.023s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/Product_Two""), 5000)",Chrome 88.0.4324.96,,,2021-02-12 19:48:46,2021-02-12 19:48:47,1.160s,PASSED
"click(findTestObject(""ProductListPage/Product_Two""))",Chrome 88.0.4324.96,,,2021-02-12 19:48:47,2021-02-12 19:48:47,0.419s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/CompareButton""), 5000)",Chrome 88.0.4324.96,,,2021-02-12 19:48:47,2021-02-12 19:48:49,1.472s,PASSED
"click(findTestObject(""ProductListPage/CompareButton""))",Chrome 88.0.4324.96,,,2021-02-12 19:48:49,2021-02-12 19:48:51,2.631s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/ProductOnCompareList""), 5000)",Chrome 88.0.4324.96,,,2021-02-12 19:48:51,2021-02-12 19:48:52,0.836s,PASSED
"click(findTestObject(""ProductListPage/ProductOnCompareList""))",Chrome 88.0.4324.96,,,2021-02-12 19:48:52,2021-02-12 19:48:56,4.033s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/RemoveFromCompareList""), 5000)",Chrome 88.0.4324.96,,,2021-02-12 19:48:56,2021-02-12 19:48:57,1.210s,PASSED
"scrollToPosition(0, 500)",Chrome 88.0.4324.96,,,2021-02-12 19:48:57,2021-02-12 19:48:58,0.047s,PASSED
"click(findTestObject(""ProductListPage/RemoveFromCompareList""))",Chrome 88.0.4324.96,,,2021-02-12 19:48:58,2021-02-12 19:48:58,0.538s,PASSED
"scrollToPosition(500, 0)",Chrome 88.0.4324.96,,,2021-02-12 19:48:58,2021-02-12 19:48:58,0.014s,PASSED
"waitForElementClickable(findTestObject(""ProductListPage/WhereToBuyButton""), 5000)",Chrome 88.0.4324.96,,,2021-02-12 19:48:58,2021-02-12 19:48:59,1.133s,PASSED
"click(findTestObject(""ProductListPage/WhereToBuyButton""))",Chrome 88.0.4324.96,,,2021-02-12 19:48:59,2021-02-12 19:49:17,17.356s,PASSED
closeBrowser(),Chrome 88.0.4324.96,,,2021-02-12 19:49:17,2021-02-12 19:49:17,0.739s,PASSED
